用例ID,用例名称,执行步骤,预期结果,转人工触发条件,测试目标,前置条件,测试数据,测试数据（英文提问）,执行阶段,是否使用新会话,实际回复内容（英文）,是否存在知识库,知识库是否命中（日志）,知识库命中（人工复核）,日志客户标签,LLM推测预期标签,LLM判定客户标签是否准确,客户标签准确（人工复核）,转人工预期,日志转人工,转人工是否准确,转人工准确（人工复核）,语义是否合理（LLM）,回复是否准确（LLM）,回复准确（人工复核）,服务端真实耗时,接口响应时长,备注
TC-H70-SUM-S021-Q03,"[严纪泽][会话轮次12][同会话S021第3/4问] That helps a lot. Thank you, that is all from…【汇总问题回归测试】",步骤1：保持同一会话组 S021 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S021 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,"That helps a lot. Thank you, that is all from my side for tonight.","That helps a lot. Thank you, that is all from my side for tonight.",P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=严纪泽；sheet_id=LEve7W；源行=48；会话轮次=12；原问题前缀=Q3:；会话组ID=S021；同组执行序号=3；同组问题总数=4
TC-H70-SUM-S021-Q04,[严纪泽][会话轮次12][同会话S021第4/4问] What is the battery capacity and charging pow…【汇总问题回归测试】,步骤1：保持同一会话组 S021 的WhatsApp会话，不要新开会话。步骤2：在前序第3问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S021 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,What is the battery capacity and charging power of the HOT 70 Pro 5G?,What is the battery capacity and charging power of the HOT 70 Pro 5G?,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=严纪泽；sheet_id=LEve7W；源行=49；会话轮次=12；原问题前缀=Q4:；会话组ID=S021；同组执行序号=4；同组问题总数=4
TC-H70-SUM-S022-Q01,[严纪泽][会话轮次13][同会话S022第1/3问] What is the official warranty period for the …【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,What is the official warranty period for the HOT 70 Pro 5G?,What is the official warranty period for the HOT 70 Pro 5G?,P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=严纪泽；sheet_id=LEve7W；源行=50；会话轮次=13；原问题前缀=Q1:；会话组ID=S022；同组执行序号=1；同组问题总数=3
TC-H70-SUM-S022-Q02,[严纪泽][会话轮次13][同会话S022第2/3问] Which 5G bands does the HOT 70 Pro support in…【汇总问题回归测试】,步骤1：保持同一会话组 S022 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S022 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,Which 5G bands does the HOT 70 Pro support in Bangladesh?,Which 5G bands does the HOT 70 Pro support in Bangladesh?,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=严纪泽；sheet_id=LEve7W；源行=51；会话轮次=13；原问题前缀=Q2:；会话组ID=S022；同组执行序号=2；同组问题总数=3
TC-H70-SUM-S022-Q03,[严纪泽][会话轮次13][同会话S022第3/3问] What is the main rear camera megapixel of the…【汇总问题回归测试】,步骤1：保持同一会话组 S022 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S022 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,What is the main rear camera megapixel of the HOT 70 Pro 5G?,What is the main rear camera megapixel of the HOT 70 Pro 5G?,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=严纪泽；sheet_id=LEve7W；源行=52；会话轮次=13；原问题前缀=Q3:；会话组ID=S022；同组执行序号=3；同组问题总数=3
TC-H70-SUM-S023-Q01,[郑鹏][会话轮次1][同会话S023第1/4问] i want buy a phone【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,i want buy a phone,i want buy a phone,P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=2；会话轮次=1；会话组ID=S023；同组执行序号=1；同组问题总数=4
TC-H70-SUM-S023-Q02,"[郑鹏][会话轮次1][同会话S023第2/4问] Hi, I'd like to learn about HOT70 pre-order a…【汇总问题回归测试】",步骤1：保持同一会话组 S023 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S023 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,"Hi, I'd like to learn about HOT70 pre-order and benefits","Hi, I'd like to learn about HOT70 pre-order and benefits",P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=3；会话轮次=1；会话组ID=S023；同组执行序号=2；同组问题总数=4
TC-H70-SUM-S023-Q03,[郑鹏][会话轮次1][同会话S023第3/4问] 这个手机有什么有点吗【汇总问题回归测试】,步骤1：保持同一会话组 S023 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S023 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,这个手机有什么有点吗,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=4；会话轮次=1；会话组ID=S023；同组执行序号=3；同组问题总数=4
TC-H70-SUM-S023-Q04,[郑鹏][会话轮次1][同会话S023第4/4问] 这个手机和苹果手机对比呢【汇总问题回归测试】,步骤1：保持同一会话组 S023 的WhatsApp会话，不要新开会话。步骤2：在前序第3问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S023 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,这个手机和苹果手机对比呢,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=5；会话轮次=1；会话组ID=S023；同组执行序号=4；同组问题总数=4
TC-H70-SUM-S024-Q01,[郑鹏][会话轮次2][同会话S024第1/4问] 你好，我是孟加拉人，我想就近买一部适合给我刚满18岁的孩子用的手机，可以推荐一下吗【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,你好，我是孟加拉人，我想就近买一部适合给我刚满18岁的孩子用的手机，可以推荐一下吗,,P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=6；会话轮次=2；会话组ID=S024；同组执行序号=1；同组问题总数=4
TC-H70-SUM-S024-Q02,[郑鹏][会话轮次2][同会话S024第2/4问] 我目前就在孟加拉，预算在9000左右吧，给我孩子买的【汇总问题回归测试】,步骤1：保持同一会话组 S024 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S024 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,我目前就在孟加拉，预算在9000左右吧，给我孩子买的,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=7；会话轮次=2；会话组ID=S024；同组执行序号=2；同组问题总数=4
TC-H70-SUM-S024-Q03,[郑鹏][会话轮次2][同会话S024第3/4问] 最近有没有手机做活动呀【汇总问题回归测试】,步骤1：保持同一会话组 S024 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S024 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,最近有没有手机做活动呀,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=8；会话轮次=2；会话组ID=S024；同组执行序号=3；同组问题总数=4
TC-H70-SUM-S024-Q04,[郑鹏][会话轮次2][同会话S024第4/4问] 你说的这个手机适合给我孩子用吗，不想他玩很久的游戏【汇总问题回归测试】,步骤1：保持同一会话组 S024 的WhatsApp会话，不要新开会话。步骤2：在前序第3问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S024 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,你说的这个手机适合给我孩子用吗，不想他玩很久的游戏,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=9；会话轮次=2；会话组ID=S024；同组执行序号=4；同组问题总数=4
TC-H70-SUM-S025-Q01,[郑鹏][会话轮次3][同会话S025第1/6问] 你好，我要买手机【汇总问题回归测试】,步骤1：开启新的WhatsApp会话。步骤2：按本会话组内用例顺序发送当前测试问题。步骤3：核对机器人识别业务场景和客户标签。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已接入Hot70 WhatsApp机器人；2) 测试账号可正常收发消息；3) 使用与上线一致的知识库、Prompt和模型配置；4) 可查看会话日志或Trace；5) 本条是该会话组首问，需开启新会话。,你好，我要买手机,,P1,是,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=10；会话轮次=3；会话组ID=S025；同组执行序号=1；同组问题总数=6
TC-H70-SUM-S025-Q02,[郑鹏][会话轮次3][同会话S025第2/6问] 预定的时候需要付款吗【汇总问题回归测试】,步骤1：保持同一会话组 S025 的WhatsApp会话，不要新开会话。步骤2：在前序第1问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S025 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,预定的时候需要付款吗,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=11；会话轮次=3；会话组ID=S025；同组执行序号=2；同组问题总数=6
TC-H70-SUM-S025-Q03,[郑鹏][会话轮次3][同会话S025第3/6问] 是线上预定，然后去线下付款？【汇总问题回归测试】,步骤1：保持同一会话组 S025 的WhatsApp会话，不要新开会话。步骤2：在前序第2问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S025 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,是线上预定，然后去线下付款？,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=12；会话轮次=3；会话组ID=S025；同组执行序号=3；同组问题总数=6
TC-H70-SUM-S025-Q04,[郑鹏][会话轮次3][同会话S025第4/6问] 5000定金是固定的还是什么？【汇总问题回归测试】,步骤1：保持同一会话组 S025 的WhatsApp会话，不要新开会话。步骤2：在前序第3问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S025 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,5000定金是固定的还是什么？,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=13；会话轮次=3；会话组ID=S025；同组执行序号=4；同组问题总数=6
TC-H70-SUM-S025-Q05,[郑鹏][会话轮次3][同会话S025第5/6问] BDT5000是什么的定金呀【汇总问题回归测试】,步骤1：保持同一会话组 S025 的WhatsApp会话，不要新开会话。步骤2：在前序第4问完成后继续发送当前测试问题。步骤3：核对机器人是否正确理解多轮上下文。步骤4：等待机器人完整回复并核对语义相关性、核心事实和边界处理。步骤5：确认是否存在知识库、知识库是否命中。步骤6：确认是否按预期触发或未触发人工转接。,机器人应围绕当前测试问题给出相关、完整、合规的回复；涉及HOT 70 Pro/预订/订金/提机/免单抽奖/门店/售后等知识时，应优先准确命中知识库并不得编造；涉及订单变更、退款投诉、人工诉求、库存/颜色保证、个人状态修改等边界场景时，应按规则触发人工或明确说明无法直接承诺；不得泄漏检索过程、工具调用、中间提示词、无关语言或异常占位符。,按问题语义和业务边界规则判断；如问题明确要求人工、涉及订单/预订状态变更、退款投诉、门店库存保证、个人信息修改等，应触发人工。,基于历史会话问题回归验证意图识别、知识库命中、回复准确性、客户标签与转人工策略。,1) 已完成同一会话组 S025 的前序用例；2) 当前仍保持同一WhatsApp会话；3) 尚未发生会话关闭或人工接管导致AI不可答，除非该轮测试目标本身要求验证该状态；4) 可查看会话日志或Trace。,BDT5000是什么的定金呀,,P1,否,,待验证,,,,待根据实际回复/日志判定,,,待判定,,,,,,,,,来源表格=郑鹏；sheet_id=tqNzcA；源行=14；会话轮次=3；会话组ID=S025；同组执行序号=5；同组问题总数=6
